Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Creator;Reference;Attributions;Update frequency;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score
incidencia-covid-ensenanza-no-universitaria;False;Incidencia COVID enseñanza no universitaria;"<div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Este conjunto de datos contiene información </span></font><font color=""red"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">suministrada entre septiembre de 2020 y marzo de 2022 </span></font><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">de PCR positivas en alumnos y profesorado, así como las aulas y centros en cuarentena.</span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><br></span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Se </span></font><font color=""red"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">contabilizaban</span></font><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""> los casos positivos detectados por PCR a través de los Equipos COVID-Colegios (pruebas realizadas por los servicios de prevención contratados por la Consejería de Educación).</span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><br></span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Se contabilizan las aulas y centros comunicados en el día. Los espacios educativos afectados lo </span></font><font color=""red"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">eran</span></font><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""> bajo los criterios establecidos por la Consejería de Sanidad para el ámbito educativo.</span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><br></span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Como centros en cuarentena se computan los centros sostenidos con fondos públicos.</span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><br></span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""red"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Se inició la publicación con una frecuencia diaria, y a partir de septiembre de 2021 la frecuencia de publicación fue semanal.</span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""red"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><br></span></font></span></font></div><div style='color: rgb(33, 33, 33); font-family: wf_segoe-ui_normal, ""Segoe UI"", ""Segoe WP"", Tahoma, Arial, sans-serif, serif, EmojiFont; font-size: 15px; margin: 0px;'><font size=""3"" style=""font-family: Aptos, sans-serif, serif, EmojiFont;""><span style=""font-size: 12pt;""><font color=""black"" size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;"">Puedes explotar y analizar este dataset en el </span></font><a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/incidencia-covid-ensenanza-no-universitaria/table/"" rel=""noopener noreferrer"" target=""_blank""><font size=""4"" style=""font-family: Lora, serif, EmojiFont;""><span style=""font-size: 13.5pt;""><font color=""#BA0C2F"">Portal de análisis de datos abiertos de la Junta de Castilla y León</font></span></font></a></span></font></div>";"Salud;Educación";"coronavirus;COVID-19";CC BY 4.0 ES;es;;2020-09-21T08:59:58+02:00;2024-06-11T13:27:38.452000+02:00;2026-07-31T12:03:28.539000+02:00;Junta de Castilla y León;;;;1737;75192;0;889664;3279;0;0;33.5
consumo-de-electricidad-semanal-en-castilla-y-leon;False;Consumo de electricidad semanal en Castilla y León;"<p><span style=""font-size: 12.495px;"">Consumo semanal de energía eléctrica en Castilla y León desde la semana del 21/04/2020 hasta la semana del 23/06/2020. Se incluyen también los datos de las semanas equivalentes de 2019 (23/04/2019 a 25/06/2019).</span></p><p><span style=""font-size: 12.495px;"">Los datos incluyen: semana, provincia, código INE de la provincia, suministrador, tipo (residencial, servicios, industrial) y consumo en kWh.</span></p><p><span style=""font-size: 12.495px;"">De los datos sobre consumos de 2019 sólo se dispone de I-DE y UFD, y estos últimos sólo los totales, no por tipo.</span></p>";Energía;energía;CC BY 4.0 ES;es;Europe/Madrid;2020-07-03T10:04:19.587000+02:00;2020-07-03T10:04:19.587000+02:00;2026-08-05T10:38:18.843000+02:00;Junta de Castilla y León;;;;730;42235;0;12791;1068;0;0;5.4
fases-desescalada;False;Fases desescalada por zonas básicas de salud;<p>Conjunto de datos con el estado de la desescalada por zonas básicas de salud. Actualización semanal.</p>;Salud;"coronavirus;COVID-19";;es;;2020-06-22T08:56:53.232000+02:00;2020-06-22T08:56:53.232000+02:00;2026-07-31T08:22:09.329000+02:00;Junta de Castilla y León;;;;2717;938764;0;2743814;35109;0;0;63.4
tucerticyl-estadistica-de-certificaciones;False;TuCertiCyL – Estadística de certificaciones;"<p style=""font-family: lora; font-size: medium;"">Listado de convocatorias de certificación de competencias digitales tuCertiCyL, en el que se incluyen datos como la fecha de la convocatoria, el centro certificador, el tipo de convocatoria, las personas examinadas y certificadas por sexo y la edad media.</p><p style=""font-family: lora; font-size: medium;"">Datos desde el 28 de mayo de 2018.</p>";Ciencia y tecnología;"tecnología;TuCertiCyL;competencias digitales";CC BY 4.0 ES;es;Europe/Madrid;2020-06-04T09:59:25+02:00;2026-08-05T13:15:52.700000+02:00;2026-08-05T13:15:52.740000+02:00;Junta de Castilla y León;;;;1404;264565;0;13273;429;0;0;4.8
solicitudes-de-ertes-por-cnaes-y-provincia-febrero;False;Solicitudes de ERTEs por CNAEs y provincia (Febrero 2021-actualidad);"<p><span style=""font-size: 12.495px;"">Relación de solicitudes de ERTEs por CNAE y por provincia. Actualización mensual.</span></p><p><span style=""font-size: 12.495px;"">En las provincias de Ávila y Palencia el dato de ERTEs por fuerza mayor incluye los ERTEs por cualquier causa.</span></p><p><span style=""font-size: 12.495px;"">Datos desde el 1 de febrero de 2021, correspondientes al Real Decreto-ley 2/2021, de 26 de enero. Actualización semanal.</span></p>";Empleo;"COVID-19;coronavirus";CC BY 4.0 ES;es;Europe/Madrid;2020-05-07T10:29:02+02:00;2021-12-10T13:52:01.811000+01:00;2026-08-05T10:53:05.190000+02:00;Junta de Castilla y León;;;;880;126202;0;11863;1046;0;0;5.2
solicitudes-de-ertes-por-cnaes-y-provincia-octubre-actualidad;False;Solicitudes de ERTEs por CNAEs y provincia (Octubre 2020-Enero 2021);"<p><span style=""font-size: 12.495px;"">Relación de solicitudes de ERTEs por CNAE y por provincia. Actualización mensual.</span></p><p><span style=""font-size: 12.495px;"">En las provincias de Ávila y Palencia el dato de ERTEs por fuerza mayor incluye los ERTEs por cualquier causa.</span></p><p><span style=""font-size: 12.495px;"">Datos desde el 1 de octubre de 2020 hasta el 31 de enero de 2021, correspondientes al Real Decreto-ley 30/2020, de 29 de septiembre.</span></p>";Empleo;"COVID-19;coronavirus";CC BY 4.0 ES;es;Europe/Madrid;2020-05-07T10:29:02+02:00;2021-02-24T11:42:17.235000+01:00;2026-07-29T12:16:01.147000+02:00;Junta de Castilla y León;;;;880;126530;0;23717;1043;0;0;6.7
test-pcr-en-profesionales-por-edad-y-sexo;False;Test PCR en profesionales por edad y sexo;"<p>Relación de test PDIA realizadas a profesionales sanitarios por tramos de edad y sexo. </p><p><span style=""font-size: 12.495px;""></span><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.833rem;'>Desde el 9 de junio de 2021 la actualización es semanal: los miércoles.</span></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;;2020-04-14T12:38:09+02:00;2026-07-03T10:07:32.399000+02:00;2026-07-31T08:35:28.359000+02:00;Junta de Castilla y León;;;;53428;3788794;0;1288620;32707;0;0;46.3
pacientes-desplazados;False;Pacientes desplazados desde otras comunidades autónomas;<p>Datos sobre personas desplazadas temporalmente de otras Comunidades Autónomas que han solicitado el traslado de su tarjeta sanitaria.</p><p>Datos mensuales del año 2020.<br></p>;Salud;"pacientes;desplazados;traslados";CC BY 4.0 ES;es;Europe/Madrid;2020-04-02T09:04:23+02:00;2026-08-17T12:05:48.582000+02:00;2026-08-17T12:05:48.629000+02:00;Junta de Castilla y León;;;;58320;5331651;0;2619164;3535;0;0;55.3
poblacion-total-por-edades-y-sexo;False;Población total por edades y sexo;"<p>Población total de Castilla y León por edades y sexo en los últimos años.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Demografía;"padrón;población;total;edades;sexo";CC BY 4.0 ES;es;Europe/Madrid;2020-03-19T16:20:40.277000+01:00;2020-03-19T16:20:40.277000+01:00;2026-08-06T11:53:39.802000+02:00;Junta de Castilla y León;;;;2632;104799;0;26665;380;0;0;6.3
numero-de-licencias-del-iae-por-actividades-economicas;False;Número de Licencias del I.A.E. por Actividades económicas;"<p>Número de licencias del I.A.E. por actividades económicas y por provincias en los últimos años - Impuesto sobre Actividades Económicas (I.A.E.).</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Economía;"licencias iae;impuesto;actividades;económicas";CC BY 4.0 ES;es;Europe/Madrid;2020-03-18T14:30:28.614000+01:00;2020-03-18T14:30:28.614000+01:00;2026-08-06T13:01:55.358000+02:00;Junta de Castilla y León;;;;220;21724;0;14501;207;0;0;4.7
numero-de-defunciones-en-castilla-y-leon;False;Número de defunciones en Castilla y León;"<p>Número de defunciones por provincias en los últimos años - Movimiento Natural de la Población.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Demografía;"estadísticas;mnp;población;defunciones";CC BY 4.0 ES;es;Europe/Madrid;2020-03-17T17:57:36.255000+01:00;2020-03-17T17:57:36.255000+01:00;2026-08-05T13:12:56.655000+02:00;Junta de Castilla y León;;;;351;7948;0;18996;543;0;0;5.7
poblacion-total-de-castilla-y-leon-por-sexo;False;Población Total de Castilla y León por sexo;"<p>Población total de Castilla y León por sexo en los últimos años - Serie histórica.</p><p><span style=""font-family: lora; font-size: 16px;"">Frecuencia de actualización:</span><span style=""font-family: lora; font-size: 16px;""> Anual.</span><br></p>";Demografía;"padrón;población;total";CC BY 4.0 ES;es;Europe/Madrid;2020-03-17T12:34:03.548000+01:00;2020-03-17T12:34:03.548000+01:00;2026-07-30T10:07:13.774000+02:00;Junta de Castilla y León;;;;66;1584;0;16089;164;0;0;4.8
poblacion-total-por-provincias-y-sexo;False;Población Total por provincias y sexo;"<p>Población Total por provincias y sexo de Castilla y León en los últimos años.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Demografía;"padrón;población;total;sexo;provincias";CC BY 4.0 ES;es;Europe/Madrid;2020-03-16T16:35:13.360000+01:00;2020-03-16T16:35:13.360000+01:00;2026-08-05T11:37:32.140000+02:00;Junta de Castilla y León;;;;594;19107;0;35776;919;0;0;7.7
numero-de-licencias-del-iae-por-epigrafes-de-actividad;False;Número de Licencias del I.A.E. por Epígrafes de actividad;Número de licencias del I.A.E. por epígrafes de actividad y por provincias en los últimos años - Impuesto sobre Actividades Económicas (I.A.E.) -;Economía;"iae;impuesto;actividades;económicas;epígrafes;actividad";CC BY 4.0 ES;es;Europe/Madrid;2020-03-11T10:44:20.493000+01:00;2020-03-11T10:44:20.493000+01:00;2026-08-06T12:26:06.566000+02:00;Junta de Castilla y León;;;;220;44604;0;16751;266;0;0;5.0
estadisticas-web-sistemas-operativos;False;Estadisticas web - Sistemas operativos;"<p><span style=""font-size: 12.495px;"">Información sobre los sistemas operativos empleados para navegar por cada sitio web. Actualización diaria.</span></p>";Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2020-03-06T14:24:07+01:00;2026-09-24T08:16:32.431000+02:00;2026-09-24T08:16:32.470000+02:00;Junta de Castilla y León;;;;591614;33397181;0;32965;800;0;0;7.4
estadisticas-web-sistemas-operativos-historico-xi-legislatura;False;Estadisticas web - Sistemas operativos - Historico XI Legislatura;"<p><span style=""font-size: 12.495px;"">Información sobre los sistemas operativos empleados para navegar por cada sitio web. Actualización diaria.</span></p>";Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2020-03-06T14:24:07+01:00;2026-08-25T10:46:40.703000+02:00;2026-08-25T10:46:40.748000+02:00;Junta de Castilla y León;;;;372588;26185194;0;174;10;0;0;0.6
datospresas;False;Inventario de presas y balsas;"<p><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;
mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:
ES;mso-fareast-language:ES;mso-bidi-language:AR-SA'>Inventario de balsas,
presas y embalses donde se incluyen diversas características geométricas, de la
cuenca, etc.</span><br></p>";Medio rural y pesca;"inventario;presas;balsas";CC BY 4.0 ES;es;Europe/Madrid;2020-02-26T11:07:44.303000+01:00;2020-02-26T11:07:44.303000+01:00;2026-07-29T09:39:02.801000+02:00;Junta de Castilla y León;;;;164;71682;0;72286;462;0;0;9.8
estadisticas-de-jubilaciones;False;Estadísticas de jubilaciones;"<p><span style=""font-family: lora; font-size: medium;"">Estadísticas de jubilaciones del personal funcionario y laboral. Datos semestrales desde el año 2018.</span><br></p>";Sector público;"estadísticas;jubilaciones";CC BY 4.0 ES;es;Europe/Madrid;2020-02-20T11:09:29+01:00;2026-07-10T16:09:05.660000+02:00;2026-09-24T23:09:15.359000+02:00;Junta de Castilla y León;;;;5390;909370;0;14467;2674;0;0;6.7
estadisticas-de-jubilaciones-2018-2020;False;Estadísticas de jubilaciones (2018-2020);"<p><span style=""font-family: lora; font-size: medium;"">Estadísticas de jubilaciones del personal funcionario y laboral. Datos semestrales desde el año 2018 hasta el año 2020.</span><br></p>";Sector público;"estadísticas;jubilaciones";CC BY 4.0 ES;es;Europe/Madrid;2020-02-20T11:09:29+01:00;2025-09-05T16:09:03.425000+02:00;2026-09-24T23:09:15.430000+02:00;Junta de Castilla y León;;;;1619;199861;0;3563;43;0;0;2.3
subvenciones-concedidas;False;Subvenciones concedidas;"<p><font face=""Arial, sans-serif""><span style=""font-size: 14.6667px;"">Subvenciones registradas como concedidas en la Base de Datos Nacional de Subvenciones (BDNS en adelante) por la administración autonómica de la Comunidad de Castilla y León.</span></font></p><p></p><ul><li><font face=""Arial, sans-serif""><span style=""font-size: 14.6667px;""><b>Importe concesión</b>: el importe de subvención concedida es el importe comprometido en el momento de la concesión de la ayuda. </span></font></li></ul><ul><li><font face=""Arial, sans-serif""><b>Ayuda equivalente</b>: es el importe de la ayuda después de calcular cualquier deducción fiscal o de otras cargas que pudiera existir. En las subvenciones el importe de la concesión coincide siempre con la “ayuda equivalente”. En otros instrumentos de ayuda (garantías, préstamos, otros instrumentos financieros, etc.),  la ayuda equivalente es siempre menor que el importe de la subvención concedida y se calcula de acuerdo con la metodología establecida por la Unión Europea.</font></li></ul><p></p><p>No se incluyen aquellas subvenciones con más de 10000 registros dado que la Base de Datos Nacional de Subvenciones no permite la exportación de los datos de esas subvenciones. En todo caso, es posible consultar todas las subvenciones en el <a href=""https://www.infosubvenciones.es/bdnstrans/A07/es/index"" target=""_blank"">Portal de la BDNS con las Subvenciones y Ayudas de la Junta de Castilla y León</a>.</p><p>* La información sobre concesiones de subvenciones, se publica de acuerdo con lo establecido en el Artículo 7.8 del Real Decreto 130/2019, de 8 de marzo, por el que se regula la Base de Datos Nacional de Subvenciones y la publicidad de las subvenciones y demás ayudas públicas.<br></p><p><span style=""font-family: lora; font-size: medium;""><br></span><span style=""font-family: inherit; font-size: 1em; font-weight: bolder;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> No programada.</span></p><p><br></p><p class=""MsoNormal""><u><o:p></o:p></u></p>";Sector público;"ayudas;subvenciones";CC BY 4.0 ES;es;;2020-02-18T09:56:43+01:00;2026-07-20T12:02:48.726000+02:00;2026-09-24T23:55:31.954000+02:00;Junta de Castilla y León;;;;364704;178821020;0;129275;17013;0;0;18.6
ejecucion-del-presupuesto-de-la-administracion-de-la-comunidad-ingresos;False;Ejecución del presupuesto de la Administración de la Comunidad – ingresos;"<p>Presupuestos Generales de la Comunidad de Castilla y León donde se 
recogen todos los ingresos a recibir y su ejecución por la 
Administración General de la Comunidad, sus organismos autónomos y entes
 públicos de derecho privado y aquellas otras entidades u órganos del 
sector público autonómico que tengan presupuesto limitativo.</p>
<p>La información se actualiza mensualmente. Datos desde el año 2018. <strong>Los datos de diciembre</strong> (liquidación de presupuesto anual) <strong>se publicarán durante los meses de abril o mayo del año siguiente.</strong></p>";Hacienda;"presupuestos;gastos;economía";CC BY 4.0 ES;es;;2020-02-17T17:48:08+01:00;2026-07-03T14:26:21.967000+02:00;2026-07-31T10:30:40.823000+02:00;Junta de Castilla y León;;;;2900;635871;0;33622;3658;0;0;9.2
ejecucion-del-presupuesto-de-la-administracion-de-la-comunidad-gastos;False;Ejecución del presupuesto de la Administración de la Comunidad – gastos;"<p>Presupuestos Generales de la Comunidad de Castilla y León donde se 
recogen todos los gastos a realizar y su ejecución por la Administración
 General de la Comunidad, sus organismos autónomos y entes públicos de 
derecho privado y aquellas otras entidades u órganos del sector público 
autonómico que tengan presupuesto limitativo.</p>
<p>La información se actualiza mensualmente. Datos desde el año 2018. <strong>Los datos de diciembre</strong> (liquidación de presupuesto anual) <strong>se publicarán durante los meses de abril o mayo del año siguiente.</strong></p>";Hacienda;"presupuestos;economía;gastos";CC BY 4.0 ES;es;;2020-01-13T11:27:05+01:00;2026-07-31T10:08:48.627000+02:00;2026-07-31T10:08:48.670000+02:00;Junta de Castilla y León;;;;41508;15162142;0;135416;4644;0;0;15.5
sunuc_urb_cyl_recintos;False;Límites de entidades de población de Castilla y León: recintos;"<p><span style=""font-size: 12.495px;"">Delimitación de las entidades de población de Castilla y León y espacios relacionados.</span></p><p><span style=""font-size: 12.495px;"">Capa que representa gráficamente la delimitación los núcleos de población recogidos por el INE en la Comunidad de Castilla y León así como aquellos otros recintos formados por un conjunto de edificios, normalmente agrupados y organizados como una única unidad, con nombre propio, pero que carecen de una asignación de codificación oficial por parte del INE. Se recogen además asentamientos diseminados, despoblados, y otros espacios dotacionales y productivos relacionados con los propios asentamientos de población.</span></p><p><span style=""font-size: 12.495px;"">Trabajo realizado en el año 2007 con frecuencia de actualización anual.</span></p><p><span style=""font-size: 12.495px;"">Capa de entidades geométricas de tipo polígono.</span></p>";Medio rural y pesca;Unidades estadísticas;LICENCIA-IGCYL-NC;es;Europe/Madrid;2019-11-04T15:13:04+01:00;2019-11-04T15:16:30.838000+01:00;2026-07-30T10:05:28.843000+02:00;Junta de Castilla y León;;;;8286;20601236;0;19166;230;0;0;5.3
